CGAIdent,HUKSegment
3770,Sports Clubs
3771,Restaurants
3774,Restaurants
3775,Family Pub Dining
3776,Family Pub Dining
3777,GPGF
3784,Sports Clubs
3785,GPGF
3788,Restaurants
3789,GPGF
3790,Restaurants
3791,Sports Clubs
3792,GPGF
3793,Sports Clubs
3794,Sports Clubs
3796,Family Pub Dining
3799,GPGF
3800,Family Pub Dining
3801,Sports Clubs
3802,Sports Clubs
3803,Sports Clubs
3805,GPGF
3806,GPGF
3807,Family Pub Dining
3808,GPGF
3809,High Street Pub
3811,Family Pub Dining
3812,Premium Local
3814,GPGF
3815,Hotel
3817,GPGF
3824,Premium Local
3825,Clubland
3827,Hotel
3828,Restaurants
3831,Clubland
3833,Hotel
3834,Sports Clubs
3835,Family Pub Dining
3836,Casual Dining
3843,Circuit Bar
3844,Family Pub Dining
3845,Clubland
3847,Family Pub Dining
3848,Hotel
3849,GPGF
3850,GPGF
3851,GPGF
3852,Hotel
3853,Hotel
3854,Hotel
3855,Sports Clubs
3856,GPGF
3859,Clubland
3860,Clubland
3862,Clubland
3873,Community Pub
3874,Community Pub
3876,Clubland
3879,Premium Local
3880,Community Pub
3883,Clubland
3884,Clubland
3885,Family Pub Dining
3886,Clubland
3888,Community Pub
3891,Community Pub
3892,Community Pub
3895,Clubland
3896,Community Pub
3897,Community Pub
3898,Premium Local
3900,Premium Local
3909,Clubland
3915,Clubland
3917,Clubland
3921,Premium Local
3922,Premium Local
3925,Clubland
3926,Premium Local
3927,Family Pub Dining
3928,Clubland
3930,GPGF
3932,Clubland
3936,Premium Local
3937,Community Pub
3938,Premium Local
3939,Hotel
3940,Premium Local
3942,Clubland
3944,Clubland
3946,Clubland
3949,Premium Local
3950,Premium Local
3951,Premium Local
3952,Family Pub Dining
3954,Family Pub Dining
3955,Premium Local
3956,Clubland
3957,Family Pub Dining
3959,Premium Local
3963,High Street Pub
3964,Hotel
3965,Restaurants
3966,High Street Pub
3969,Night Club
3970,High Street Pub
3973,High Street Pub
3974,Clubland
3975,Large Venue
3976,Circuit Bar
3977,Restaurants
3985,Family Pub Dining
3986,Circuit Bar
3987,Circuit Bar
3991,Family Pub Dining
3994,Clubland
3996,High Street Pub
3998,Casual Dining
3999,Premium Local
4000,High Street Pub
4001,Clubland
4002,Circuit Bar
4003,Clubland
4005,Community Pub
4007,Family Pub Dining
4008,Clubland
4009,Clubland
4011,Family Pub Dining
4014,Clubland
4016,Family Pub Dining
4017,Family Pub Dining
4018,Premium Local
4021,Premium Local
4026,Premium Local
4027,Family Pub Dining
4035,Community Pub
4046,Community Pub
4049,Restaurants
4050,Clubland
4053,Clubland
4055,High Street Pub
4067,Clubland
4075,Premium Local
4077,Premium Local
4079,Family Pub Dining
4080,Restaurants
4081,Clubland
4082,Clubland
4083,GPGF
4084,Restaurants
4085,GPGF
4087,Premium Local
4090,Restaurants
4091,Premium Local
4094,Clubland
4096,Premium Local
4101,Premium Local
4102,Premium Local
4114,High Street Pub
4116,Community Pub
4120,Community Pub
4122,Community Pub
4134,Premium Local
4135,Clubland
4139,Clubland
4140,Premium Local
4141,Family Pub Dining
4145,Clubland
4148,Clubland
4149,Clubland
4150,Clubland
4153,GPGF
4154,GPGF
4155,Family Pub Dining
4157,Hotel
4158,Circuit Bar
4160,Clubland
4161,Family Pub Dining
4162,Restaurants
4163,GPGF
4164,Restaurants
4165,Restaurants
4166,Clubland
4167,Clubland
4171,Circuit Bar
4172,Restaurants
4173,Restaurants
4176,GPGF
4177,Casual Dining
4178,GPGF
4179,ABOS
4184,Clubland
4189,GPGF
4190,Hotel
4191,Restaurants
4192,Sports Clubs
4193,GPGF
4194,Sports Clubs
4196,Sports Clubs
4198,ABOS
4200,GPGF
4205,GPGF
4209,Restaurants
4210,Circuit Bar
4213,GPGF
4214,Sports Clubs
4215,Sports Clubs
4217,Circuit Bar
4218,Sports Clubs
4221,GPGF
4222,Sports Clubs
4224,Sports Clubs
4225,Hotel
4228,Hotel
4229,Restaurants
4230,ABOS
4231,Restaurants
4233,Circuit Bar
4240,Night Club
4244,Large Venue
4245,Family Pub Dining
4250,Clubland
4253,Hotel
4257,Large Venue
4258,GPGF
4259,Premium Local
4261,Sports Clubs
4267,Premium Local
4269,Family Pub Dining
4271,Restaurants
4274,Family Pub Dining
4275,Hotel
4276,Restaurants
4277,Restaurants
4278,Clubland
4279,GPGF
4282,Premium Local
4286,Community Pub
4287,Clubland
4288,Restaurants
4291,GPGF
4296,GPGF
4297,Large Venue
4298,GPGF
4300,Restaurants
4301,GPGF
4303,Restaurants
4305,GPGF
4306,Restaurants
4307,GPGF
4308,Sports Clubs
4311,Restaurants
4312,Restaurants
4313,Premium Local
4315,ABOS
4317,Large Venue
4318,Sports Clubs
4319,Sports Clubs
4320,GPGF
4322,Sports Clubs
4323,Sports Clubs
4324,Sports Clubs
4325,Sports Clubs
4328,GPGF
4329,ABOS
4331,GPGF
4332,Sports Clubs
4333,Sports Clubs
4334,Sports Clubs
4335,Sports Clubs
4336,Hotel
4341,GPGF
4342,Premium Local
4343,Hotel
4344,GPGF
4346,GPGF
4348,Restaurants
4350,GPGF
4352,Premium Local
4353,Family Pub Dining
4354,Premium Local
4355,Restaurants
4356,Restaurants
4357,Premium Local
4358,GPGF
4359,Restaurants
4360,Restaurants
4361,Premium Local
4364,Large Venue
4365,Restaurants
4366,GPGF
4367,GPGF
4369,GPGF
4370,GPGF
4371,Sports Clubs
4376,Clubland
4377,Premium Local
4378,GPGF
4381,Premium Local
4382,Clubland
4383,GPGF
4384,GPGF
4387,Sports Clubs
4389,Premium Local
4390,Premium Local
4393,Sports Clubs
4394,Family Pub Dining
4395,Sports Clubs
4398,Premium Local
4406,Restaurants
4407,Restaurants
4416,Hotel
4418,Hotel
4419,Hotel
4420,Premium Local
4422,Premium Local
4423,Community Pub
4424,Clubland
4425,Restaurants
4427,Clubland
4433,Premium Local
4435,Clubland
4436,Premium Local
4438,Premium Local
4439,Premium Local
4442,Clubland
4443,Premium Local
4444,Family Pub Dining
4445,Family Pub Dining
4446,Clubland
4447,Family Pub Dining
4448,High Street Pub
4451,Large Venue
4454,Clubland
4457,Clubland
4461,Family Pub Dining
4462,Restaurants
4463,Hotel
4464,Premium Local
4468,Clubland
4469,Hotel
4473,Clubland
4475,Clubland
4477,Clubland
4478,Community Pub
4480,Clubland
4481,Clubland
4483,Community Pub
4485,Community Pub
4486,Night Club
4490,High Street Pub
4491,High Street Pub
4492,Clubland
4493,Clubland
4497,Clubland
4498,Community Pub
4500,Community Pub
4503,Community Pub
4504,Clubland
4505,Community Pub
4506,Family Pub Dining
4507,Community Pub
4510,Family Pub Dining
4513,Clubland
4514,Clubland
4515,Clubland
4518,Circuit Bar
4523,Casual Dining
4526,Circuit Bar
4527,ABOS
4528,GPGF
4529,Restaurants
4530,Circuit Bar
4531,Premium Local
4533,Large Venue
4534,GPGF
4541,ABOS
4542,Hotel
4543,Clubland
4544,Restaurants
4546,Premium Local
4547,ABOS
4548,GPGF
4550,Casual Dining
4553,Hotel
4557,Clubland
4558,Restaurants
4561,Circuit Bar
4563,Large Venue
4566,GPGF
4567,Restaurants
4570,Restaurants
4571,GPGF
4573,High Street Pub
4575,Circuit Bar
4578,GPGF
4580,ABOS
4584,Restaurants
4588,High Street Pub
4592,ABOS
4596,Casual Dining
4598,Restaurants
4602,Circuit Bar
4605,Circuit Bar
4607,High Street Pub
4608,Clubland
4611,Restaurants
4612,Night Club
4614,Hotel
4616,GPGF
4617,GPGF
4618,High Street Pub
4620,Circuit Bar
4621,ABOS
4622,Restaurants
4624,Restaurants
4625,Hotel
4627,Hotel
4630,ABOS
4634,Hotel
4637,Night Club
4638,Restaurants
4640,GPGF
4642,Circuit Bar
4643,ABOS
4646,ABOS
4648,Sports Clubs
4650,Clubland
4651,GPGF
4652,Premium Local
4654,Restaurants
4658,Premium Local
4664,Clubland
4666,Premium Local
4673,Clubland
4674,Premium Local
4675,High Street Pub
4677,Circuit Bar
4679,ABOS
4683,Night Club
4684,Hotel
4685,Circuit Bar
4687,Restaurants
4688,Circuit Bar
4689,Premium Local
4691,Night Club
4694,Hotel
4695,Premium Local
4702,Circuit Bar
4712,Circuit Bar
4715,GPGF
4716,GPGF
4717,GPGF
4718,Sports Clubs
4719,Clubland
4723,Clubland
4725,Premium Local
4726,Premium Local
4728,Premium Local
4731,Restaurants
4732,Premium Local
4733,Clubland
4734,Premium Local
4735,Premium Local
4737,Premium Local
4739,Hotel
4742,Hotel
4743,Hotel
4746,High Street Pub
4750,GPGF
4752,Clubland
4755,Clubland
4757,Premium Local
4758,GPGF
4759,Sports Clubs
4760,Family Pub Dining
4765,Premium Local
4766,High Street Pub
4768,Family Pub Dining
4770,Clubland
4772,Family Pub Dining
4774,Family Pub Dining
4775,Premium Local
4785,High Street Pub
4789,Family Pub Dining
4791,Large Venue
4792,GPGF
4794,High Street Pub
4795,Circuit Bar
4796,High Street Pub
4802,Family Pub Dining
4803,Large Venue
4807,Clubland
4810,Clubland
4818,Premium Local
4825,Clubland
4826,Clubland
4828,Restaurants
4829,Large Venue
4832,Restaurants
4834,Clubland
4835,Family Pub Dining
4836,Hotel
4841,Circuit Bar
4843,Restaurants
4845,Premium Local
4847,Premium Local
4850,Premium Local
4856,Family Pub Dining
4858,Family Pub Dining
4862,Family Pub Dining
4863,Family Pub Dining
4864,Family Pub Dining
4865,Premium Local
4870,Clubland
4871,Premium Local
4872,Premium Local
4873,Premium Local
4874,Family Pub Dining
4876,Family Pub Dining
4878,Premium Local
4880,GPGF
4881,Community Pub
4882,Premium Local
4885,Family Pub Dining
4887,Family Pub Dining
4890,Clubland
4898,Premium Local
4899,GPGF
4903,Large Venue
4914,Clubland
4917,Clubland
4925,Clubland
4927,Casual Dining
4929,Family Pub Dining
4932,Circuit Bar
4933,Hotel
4934,Family Pub Dining
4935,Restaurants
4938,Restaurants
4939,Restaurants
4940,Circuit Bar
4944,Hotel
4946,Clubland
4947,Clubland
4951,Premium Local
4954,Clubland
4957,Circuit Bar
4958,Circuit Bar
4960,Family Pub Dining
4962,Premium Local
4963,Clubland
4965,Clubland
4968,Restaurants
4970,Hotel
4971,Premium Local
4972,Hotel
4975,Premium Local
4981,Clubland
4990,Community Pub
4992,Family Pub Dining
4995,Clubland
4996,Clubland
4998,Clubland
5001,Community Pub
5002,Premium Local
5004,Community Pub
5007,Premium Local
5009,Family Pub Dining
5012,Family Pub Dining
5013,Family Pub Dining
5014,Clubland
5015,Clubland
5016,Family Pub Dining
5017,Premium Local
5018,Premium Local
5020,Clubland
5021,Circuit Bar
5027,Hotel
5029,Premium Local
5030,Large Venue
5031,Family Pub Dining
5036,Circuit Bar
5041,Premium Local
5042,Premium Local
5043,Restaurants
5046,Restaurants
5048,Clubland
5050,Circuit Bar
5061,Premium Local
5064,Clubland
5069,Clubland
5071,Hotel
5072,Family Pub Dining
5075,Premium Local
5077,Premium Local
5078,Clubland
5080,GPGF
5083,Premium Local
5087,ABOS
5094,Family Pub Dining
5095,GPGF
5096,Premium Local
5099,GPGF
5102,Clubland
5106,Premium Local
5107,Premium Local
5108,GPGF
5109,Clubland
5110,Hotel
5112,GPGF
5113,Hotel
5116,Clubland
5117,GPGF
5118,Premium Local
5119,GPGF
5120,Clubland
5122,Premium Local
5123,Hotel
5124,Premium Local
5125,GPGF
5126,Large Venue
5128,Clubland
5129,High Street Pub
5130,High Street Pub
5131,Hotel
5132,Casual Dining
5134,Clubland
5135,Clubland
5138,Clubland
5141,Clubland
5144,Premium Local
5145,Premium Local
5150,GPGF
5152,Premium Local
5157,Community Pub
5160,Clubland
5162,Premium Local
5164,Premium Local
5167,Community Pub
5169,Hotel
5171,Premium Local
5176,Clubland
5177,Clubland
5178,Family Pub Dining
5183,High Street Pub
5184,Clubland
5186,GPGF
5187,Premium Local
5189,Hotel
5190,Community Pub
5192,Premium Local
5193,Premium Local
5194,ABOS
5197,ABOS
5198,High Street Pub
5203,Restaurants
5208,Circuit Bar
5209,Restaurants
5210,Restaurants
5215,Hotel
5219,Clubland
5221,Clubland
5222,Hotel
5224,Clubland
5225,Hotel
5226,Premium Local
5228,Hotel
5230,Family Pub Dining
5231,Premium Local
5232,Premium Local
5233,Clubland
5236,Clubland
5237,Premium Local
5242,Premium Local
5243,Premium Local
5245,Hotel
5246,Hotel
5247,Clubland
5252,Premium Local
5254,Restaurants
5255,Premium Local
5256,Circuit Bar
5260,Hotel
5261,GPGF
5265,Clubland
5269,GPGF
5270,Premium Local
5271,GPGF
5272,Premium Local
5277,High Street Pub
5282,Premium Local
5285,Premium Local
5287,Premium Local
5288,Clubland
5290,Premium Local
5291,GPGF
5292,ABOS
5293,Clubland
5294,Premium Local
5297,Premium Local
5299,Premium Local
5302,Family Pub Dining
5303,Family Pub Dining
5306,High Street Pub
5307,Large Venue
5308,Circuit Bar
5311,Clubland
5315,Circuit Bar
5317,Community Pub
5320,Clubland
5321,Casual Dining
5323,Clubland
5325,Casual Dining
5326,Restaurants
5327,Hotel
5328,Restaurants
5335,Restaurants
5338,Hotel
5342,Hotel
5344,Large Venue
5345,Premium Local
5348,GPGF
5349,Family Pub Dining
5353,Clubland
5354,Clubland
5355,Hotel
5358,Premium Local
5360,Hotel
5362,Clubland
5363,Clubland
5367,Family Pub Dining
5375,Premium Local
5376,Community Pub
5377,Clubland
5378,Premium Local
5379,Clubland
5383,Clubland
5386,Clubland
5387,Clubland
5392,Community Pub
5394,Clubland
5396,Clubland
5398,High Street Pub
5400,Community Pub
5401,Family Pub Dining
5402,Premium Local
5406,Hotel
5407,Premium Local
5409,Premium Local
5412,Family Pub Dining
5413,GPGF
5414,Premium Local
5415,Premium Local
5417,Premium Local
5421,GPGF
5422,GPGF
5424,Family Pub Dining
5426,Premium Local
5427,Hotel
5428,Restaurants
5429,Hotel
5431,Premium Local
5433,Clubland
5434,GPGF
5437,Premium Local
5444,Premium Local
5447,GPGF
5451,Premium Local
5454,Restaurants
5455,Premium Local
5458,Clubland
5459,GPGF
5460,Premium Local
5463,Clubland
5464,Clubland
5465,Clubland
5469,Family Pub Dining
5471,GPGF
5472,Premium Local
5473,Hotel
5474,Sports Clubs
5475,Clubland
5484,Circuit Bar
5485,Family Pub Dining
5486,Clubland
5487,Premium Local
5488,Clubland
5493,Clubland
5494,Premium Local
5499,Premium Local
5500,Family Pub Dining
5502,Clubland
5503,Clubland
5505,Premium Local
5507,Clubland
5512,Hotel
5513,Clubland
5515,Hotel
5516,Premium Local
5517,Premium Local
5518,Premium Local
5519,Community Pub
5521,Family Pub Dining
5522,Family Pub Dining
5525,Community Pub
5527,Premium Local
5528,Premium Local
5529,Clubland
5530,Family Pub Dining
5534,GPGF
5536,GPGF
5537,Community Pub
5541,Premium Local
5542,Clubland
5544,Premium Local
5545,GPGF
5546,Premium Local
5547,Premium Local
5548,Community Pub
5550,GPGF
5551,Clubland
5552,Hotel
5553,GPGF
5557,Hotel
5559,Family Pub Dining
5565,Premium Local
5569,Premium Local
5574,Hotel
5577,Clubland
5579,Premium Local
5581,Hotel
5584,Family Pub Dining
5586,Family Pub Dining
5587,Family Pub Dining
5588,Premium Local
5589,Hotel
5590,Family Pub Dining
5595,Premium Local
5596,Restaurants
5598,Premium Local
5601,Family Pub Dining
5605,Premium Local
5608,Casual Dining
5610,Hotel
5611,Premium Local
5613,Clubland
5615,Family Pub Dining
5620,Hotel
5624,Premium Local
5625,Clubland
5627,GPGF
5633,Family Pub Dining
5635,Family Pub Dining
5636,Premium Local
5639,Premium Local
5641,Family Pub Dining
5648,Premium Local
5649,Large Venue
5651,Premium Local
5652,Premium Local
5653,GPGF
5656,GPGF
5672,Circuit Bar
5673,Casual Dining
5675,Clubland
5676,Premium Local
5677,Family Pub Dining
5679,Restaurants
5682,Circuit Bar
5683,Clubland
5684,Clubland
5685,ABOS
5688,Restaurants
5689,Casual Dining
5690,GPGF
5692,Clubland
5693,GPGF
5694,Hotel
5695,Restaurants
5698,Hotel
5700,Hotel
5705,GPGF
5706,Hotel
5707,Premium Local
5708,Premium Local
5713,Clubland
5715,Premium Local
5716,Premium Local
5718,Family Pub Dining
5721,Premium Local
5723,Premium Local
5727,Premium Local
5730,Premium Local
5732,Premium Local
5733,GPGF
5734,Family Pub Dining
5736,Clubland
5737,Hotel
5738,Hotel
5740,Family Pub Dining
5742,Clubland
5745,Clubland
5746,Restaurants
5747,High Street Pub
5748,Family Pub Dining
5751,High Street Pub
5752,Circuit Bar
5761,Premium Local
5762,Premium Local
5766,Family Pub Dining
5772,Premium Local
5775,Premium Local
5777,Clubland
5779,Premium Local
5780,Clubland
5782,Premium Local
5784,Family Pub Dining
5786,Premium Local
5788,Clubland
5789,Family Pub Dining
5790,Restaurants
5792,Family Pub Dining
5793,Premium Local
5794,Hotel
5795,GPGF
5798,Premium Local
5799,Restaurants
5803,Premium Local
5805,Premium Local
5815,Clubland
5818,Hotel
5821,Premium Local
5828,High Street Pub
5834,Restaurants
5837,Clubland
5843,Community Pub
5844,Community Pub
5846,Community Pub
5847,Clubland
5858,Clubland
5860,Community Pub
5861,Premium Local
5872,Community Pub
5873,Family Pub Dining
5874,Family Pub Dining
5875,Clubland
5877,Clubland
5878,Community Pub
5880,Clubland
5885,Community Pub
5887,Community Pub
5888,Clubland
5889,Clubland
5894,Restaurants
5904,Clubland
5916,Family Pub Dining
5918,Clubland
5935,High Street Pub
5943,Restaurants
5944,Restaurants
5947,Community Pub
5949,Clubland
5950,Clubland
5951,Community Pub
5952,Restaurants
5954,Community Pub
5955,Community Pub
5958,Restaurants
5959,Restaurants
5960,Premium Local
5961,Clubland
5962,Clubland
5963,Clubland
5964,Community Pub
5967,Community Pub
5970,Clubland
5971,Clubland
5977,Family Pub Dining
5987,Clubland
5988,Clubland
5997,Clubland
5999,Clubland
6000,Hotel
6011,Community Pub
6012,Community Pub
6013,Premium Local
6016,Clubland
6019,Clubland
6020,Clubland
6021,Community Pub
6022,Community Pub
6023,Restaurants
6025,Family Pub Dining
6047,High Street Pub
6049,High Street Pub
6053,Large Venue
6056,Clubland
6058,High Street Pub
6061,High Street Pub
6062,High Street Pub
6075,Circuit Bar
6087,Hotel
6088,High Street Pub
6100,Large Venue
6102,Hotel
6104,High Street Pub
6108,Clubland
6110,Clubland
6112,High Street Pub
6114,High Street Pub
6117,High Street Pub
6118,Clubland
6119,Clubland
6121,Family Pub Dining
6123,Community Pub
6124,Community Pub
6125,Clubland
6136,Clubland
6137,Community Pub
6138,Community Pub
6140,Community Pub
6142,Casual Dining
6147,Clubland
6148,Community Pub
6155,Family Pub Dining
6160,Clubland
6164,Clubland
6170,Clubland
6174,Community Pub
6175,Community Pub
6176,Clubland
6177,Community Pub
6179,Community Pub
6180,Clubland
6182,Clubland
6184,Community Pub
6186,Community Pub
6190,Premium Local
6191,Clubland
6192,Clubland
6193,Hotel
6194,Clubland
6196,Community Pub
6200,Community Pub
6203,Community Pub
6204,Community Pub
6206,Community Pub
6207,Restaurants
6209,Community Pub
6212,Restaurants
6213,Clubland
6215,Clubland
6222,Premium Local
6228,GPGF
6229,Clubland
6230,Hotel
6231,Family Pub Dining
6233,Family Pub Dining
6234,Family Pub Dining
6236,Family Pub Dining
6237,Family Pub Dining
6238,High Street Pub
6239,Circuit Bar
6245,Clubland
6262,Community Pub
6269,Community Pub
6271,Restaurants
6272,Community Pub
6278,Circuit Bar
6282,Restaurants
6284,High Street Pub
6287,High Street Pub
6290,High Street Pub
6293,Clubland
6302,Community Pub
6303,Community Pub
6304,Clubland
6306,Community Pub
6308,Community Pub
6309,Premium Local
6315,Clubland
6319,Restaurants
6323,Clubland
6324,Community Pub
6330,Community Pub
6331,Clubland
6333,Community Pub
6337,Clubland
6339,Large Venue
6340,Family Pub Dining
6342,Community Pub
6344,Community Pub
6349,Community Pub
6350,Community Pub
6351,Community Pub
6352,Community Pub
6353,Restaurants
6355,Clubland
6359,Community Pub
6360,Clubland
6361,Community Pub
6362,Community Pub
6363,Premium Local
6365,Clubland
6371,Clubland
6375,Clubland
6377,Community Pub
6384,Family Pub Dining
6386,Restaurants
6387,Clubland
6389,Family Pub Dining
6390,Family Pub Dining
6391,Community Pub
6392,Hotel
6394,Family Pub Dining
6395,Clubland
6398,Community Pub
6399,Community Pub
6400,Clubland
6401,Community Pub
6405,Clubland
6410,Community Pub
6412,Clubland
6413,Large Venue
6414,Clubland
6415,Premium Local
6417,Community Pub
6422,Clubland
6425,High Street Pub
6436,Premium Local
6439,Community Pub
6440,Night Club
6442,High Street Pub
6445,Restaurants
6446,Restaurants
6447,Clubland
6449,Clubland
6451,Clubland
6452,High Street Pub
6453,Community Pub
6455,Family Pub Dining
6457,Community Pub
6459,Community Pub
6460,Clubland
6462,Community Pub
6463,Community Pub
6466,High Street Pub
6472,Clubland
6477,Community Pub
6478,Community Pub
6479,Clubland
6480,Community Pub
6483,Family Pub Dining
6488,Clubland
6491,Premium Local
6497,Community Pub
6499,Premium Local
6500,Restaurants
6501,Community Pub
6504,Restaurants
6512,Premium Local
6513,Clubland
6514,Community Pub
6516,Clubland
6524,Premium Local
6530,Clubland
6531,Clubland
6532,Family Pub Dining
6533,Clubland
6534,Community Pub
6535,Premium Local
6536,Hotel
6538,Clubland
6541,Clubland
6546,Clubland
6548,Clubland
6553,Community Pub
